Trial1_A0	Trial2_A0	Trial3_A0	Trial4_A0
96.3505252897123	89.56067452076203	93.20539486720061	89.75851942500458
100.24484642715255	91.6336290061188	97.92548826429201	90.53221925836104
101.63561543006134	94.83452867495767	100.29440235088072	92.65701621782986
103.08530130564301	98.51200511184092	102.45503658846596	93.13322577490464
105.20406893786333	100.57900860898053	102.4966513678635	93.5936394360979
108.93155484736586	103.41657529647051	101.10366141959878	95.48842565923437
115.31499216830942	105.22636416631153	99.73214530994314	96.37490500350842
115.51755460843326	107.25531579422844	99.70921282959219	97.92832617141275
115.37567794928498	109.81507574723157	100.15790529584248	101.19015556766058
115.72688998124697	112.47866987987462	101.09975684977783	108.18586040430183
117.08148165834974	115.76731819321877	103.71276177879308	109.30971590835796
117.05539882303864	116.88999459275637	105.82595216601811	108.38020158110682
115.85680805572072	117.0161489465577	106.60712413762218	112.00498318912972
116.01241244657125	115.90086892785364	106.43624810950703	113.66224695971611
115.89340040119431	115.57794349355981	106.52804516591794	114.16902272250235
115.06137926561834	117.26087861445626	106.966327996637	112.99207533199964
116.28976217438334	117.97030192856525	107.98962118265035	112.43384453291736
116.50169397323815	116.72925632439024	109.61041150566959	113.27591101138769
117.1282898037451	115.96445391474916	113.33020979698777	113.94022358416069
116.81761257989405	116.09539256529297	112.75839970991834	114.51301843177332
119.12751959443054	118.56452801051262	112.56955578578938	115.20314867615917
119.96546217253925	119.08541609265357	111.30773917953421	116.67974289765867
117.93208685156051	117.55884267719053	110.69942745147176	118.9162299192854
115.01063335844965	115.2083834566115	109.77260586305304	119.05818638353117
112.99136954051379	113.42025579987823	109.47164284012882	118.11060070518349
112.20088778955761	112.61871438324314	108.8831638340224	116.84669661426761
110.91745433839851	111.81355414627322	108.4724819370789	118.77395481312753
108.44423693595886	112.08899797743233	106.64472752562003	118.50140801331266
107.39438201993056	111.42798973928382	104.65911028167184	117.31039234390553
105.72706743080329	110.65504683923339	104.09951299295099	112.9218619060689
104.11952376976238	108.74369598702069	103.13650268272758	109.56379577032216
103.34417645550845	105.87596308536874	102.52159561083282	107.3192926766408
102.32387254199233	104.26589197346742	101.2799999306989	106.82564667504852
101.19212562203364	103.76363684667717	100.48629864108764	106.05548317589285
101.04004167500847	103.46518645034578	100.88845421937101	105.43446224322254
102.30778430928886	102.88805797460789	100.95084833482153	104.19985614415621
102.77892640261753	101.91702200294712	101.47909111447957	103.3165418033964
102.79926103416378	101.1775444452573	99.84402793495303	103.49275172332217
101.88231597963288	101.62746757494443	97.57911928579523	103.529177592468
101.52619990338941	101.60848508777765	94.6045089047566	103.41506830106945
101.56389793991235	101.45960810300136	94.2819691463547	103.17029252991557
102.39020011709162	102.07548850201832	93.94896500400218	102.03998449504095
102.76016780053067	99.76532809776478	93.85836767403718	102.90815363289582
102.84331926274562	99.47364860901776	94.38216072116585	103.26909352185169
103.35768119419303	97.51924928124023	93.3983623801295	101.89909017270024
101.51872478862091	96.75764455240027	93.01054431721836	100.8277139226391
99.78353122026854	97.23958409535561	92.4161760026299	99.90413317452534
98.64977561997438	98.54883911285751	92.37823968133124	100.53934727256927
97.29695312821127	98.0032850858834	92.56539020866659	100.1821197866372
97.06083013532682	97.06611607020224	93.07924990295155	98.04022671476514
95.91180477835593	95.35973374105797	92.28285993406509	96.93416352762645
94.15208571834376	94.55726796211745	91.25729425088043	95.95467757892996
91.25360621836383	93.60275946558941	90.68304313064542	94.42530604479298
87.62849799859934	93.34279562227209	90.99846403575826	93.04459475184173
86.72614164213978	93.25077714889467	90.92863048061818	93.450450260288
88.43425365682327	92.27202439496163	89.1691742291182	92.19202617061512
89.65378329911604	90.13743239673916	87.89703225803922	89.86016476275535
