Trial1_A2	Trial2_A2	Trial3_A2	Trial4_A2	Trial1_A0	Trial2_A0	Trial3_A0	Trial4_A0
20.585307650795468	19.717924200692657	21.504458071352538	20.45058812075172	12.836824474899677	12.984692317774744	11.412657193148945	13.40733333636527
21.514450611417487	19.9245494539868	22.19870589963105	20.57663260266957	13.059885979296624	13.077776088459077	11.45128572054027	13.452437480343391
22.47813366071139	20.24843086518992	22.99135990923284	20.637036016345004	13.183003871590326	13.117019002593509	11.471153172715477	13.58433718604135
23.324725151011787	20.63495650994806	23.876685451729504	20.70132961128583	13.29751686702287	13.2861475306839	11.54299982329708	13.721799225304975
24.076048800088387	20.78257374837156	25.017190882829272	21.045362510388035	13.37899605544796	13.431389658905834	11.717359290527247	13.86390455318075
24.799426041885223	20.81783004920032	26.37321921764136	21.505865458311742	13.531688317270795	13.528986501542672	11.919532535029342	14.03347260699612
25.434189493400485	20.947835363620147	27.41105497732501	22.072301303501007	13.732080373221542	13.618944409588655	12.028955397410396	14.13426543896703
26.032611373373584	21.224889683564275	28.54927031874483	22.754309326926503	13.825534949884357	13.71417222211301	12.100178382856285	14.309252858171876
26.47450570554053	21.57900690772717	29.469731534985943	23.99282411983641	14.059643168240758	13.812325660528957	12.092228085700285	14.473391488695313
27.26326138546662	21.994380849532625	29.849286223517343	25.53214818733157	14.21547549985698	13.901829589977686	12.066330427588051	14.538841647968438
27.78070463037831	22.16758654344226	30.164819279075267	27.09783616122349	14.270214195558504	14.045495111025472	12.128916800151389	14.71432578938213
28.06934358515528	22.412473573886377	30.2228268175951	28.06548139247501	14.222789435611748	14.166795174875753	12.18029238288825	14.817200539798154
28.06792181140376	22.96651200839751	30.46995378556687	28.55180539292252	14.24247463211124	14.277056094312305	12.238639597238167	14.967961038523812
27.9665467958292	23.44378161465616	30.58402467224296	28.7259004487363	14.157491790952195	14.279261573979518	12.325619809942578	14.846081381659182
27.757161906925862	23.62696411434241	30.600079427654656	28.885189309716903	13.965109618083755	14.265847660849436	12.388409519413806	14.650166924029161
27.69375389390809	24.17809113770219	30.615981768805447	29.091815968413208	13.570230894483306	14.30959954654451	12.382489643375749	14.506916525024288
27.86801082310833	25.144798959200585	30.44857568333685	29.09999992150366	13.349341937934321	14.259225327582282	12.310327174505725	14.345118109364773
27.988280913916984	25.96224813811243	30.242267657110443	29.297175054858283	13.19232730251172	14.041030204923725	12.256103592331893	14.174873024273163
28.18759682059284	27.0419454535334	29.985455794829434	29.44781361357522	12.99879131159891	13.745180507135121	12.202819603931255	13.984594842966608
28.619510634967448	27.98909823354897	29.75350940425284	29.363442551345614	12.685711325407222	13.41613709496173	11.951140509594545	13.746293253758965
28.482071584585	28.7383248479196	29.860943250037256	29.0628245652509	12.452891454636418	13.240626550306779	11.666326141643163	13.614933455896557
28.428459673081296	29.066200347612007	29.708629010864584	28.42983745615811	12.185844489102674	13.086494726918978	11.43385064321393	13.499213199384066
28.07994549969642	29.32222820240344	29.247569593538987	28.44373493609913	11.924866950319762	12.871572915608713	11.183614272797955	13.485937625108606
27.76492238804602	29.49350280949221	28.70295633252294	28.581511574374524	11.697041063644633	12.6011652536484	10.877338295653558	13.41438961181458
27.32143236885793	29.73188203364054	28.08350662243658	28.642519658276388	11.435305567381985	12.30817624110732	10.584771427625489	13.215521889943641
