Trial1_A0	Trial2_A0	Trial3_A0	Trial4_A0	Trial1_A2	Trial2_A2	Trial3_A2	Trial4_A2	T1_A0	T2_A0	T3_A0	T4_A0	T1_A2	T2_A2	T3_A2	T4_A2	T1_A1	T2_A1	T3_A1	T4_A1
126.83577710348592	133.52056073368738	128.56694962286227	104.2097239921161	56.31434863592361	52.37849401483297	58.40972270483481	57.20438801385865	88.57997467305705	131.05334409689837	136.49792535934282	115.93077342129216	89.1360846842659	179.98495250257798	58.40972270483481	57.20438801385865	58.84928143982333	73.34767062876269	71.68953791876245	71.68953791876245
127.88271074052972	133.47430917136936	127.75663267545129	103.17654024850884	58.714939856905154	53.16077107623384	59.86943872991395	58.05016300787356	89.49975723793673	131.8932910135308	137.52372492081363	115.650287546372	88.96803232140536	291.80196163047594	59.86943872991395	58.05016300787356	59.08664785462557	73.9991016128045	71.61599877303065	71.61599877303065
128.27649809641633	132.3725172404223	125.57618033891478	101.8949573190352	61.287357349759766	53.98604974594951	62.21446588297452	57.62665723330126	92.6481432131669	134.81760870351766	137.37576416770293	115.05334278412478	89.23844834060661	326.9678620489608	62.21446588297452	57.62665723330126	59.23099771297523	74.5846342607992	71.58670731498597	71.58670731498597
127.63527316450516	131.69260212822996	125.11431316001904	100.74219449560088	64.34268305543121	55.06125278132446	65.16408182172783	57.10460064480394	94.79189683485436	136.49446024117876	137.80494755836014	114.4202243736244	89.25521240610118	178.7570199532847	65.16408182172783	57.10460064480394	60.03052583933892	74.91895571445177	71.35889489092193	71.35889489092193
128.52003877534568	131.54032849941015	124.09030490702968	99.71121490703698	67.2327941497359	55.96714266520544	68.16298396898569	58.38330801022849	97.54049976541852	138.20962714693357	137.77466166346596	114.49194776758428	88.25229385906334	178.59988114532655	68.16298396898569	58.38330801022849	60.11874099527444	74.52040364515146	71.42634127076329	71.42634127076329
128.58204004004827	130.56034121252105	122.66149122184832	98.63691733551246	70.84079381306931	56.87818379843639	71.8619042511227	59.65104636913129	101.19965087129988	140.0597193904928	137.71395087867097	114.20419914495434	88.26877072248118	178.55630019094397	71.8619042511227	59.65104636913129	60.15255367951857	74.39550236728302	71.7071844822465	71.7071844822465
127.77683911520433	130.34803039924347	122.8351886942151	96.95206329605575	74.19604992911935	58.32181141862935	74.60296600919712	61.60074014166695	105.04664876656167	140.92163445326383	136.22597628742034	113.27220319542378	88.83024822877235	178.52295227089607	74.60296600919712	61.60074014166695	60.81344433964996	73.98171564378642	71.67016964642738	71.67016964642738
127.1383073242153	130.39583065649927	121.12184241826763	95.66366577749572	78.0001902635401	60.3292124074656	77.87659525447452	63.912779600339086	108.48308669458557	141.73573088098584	135.12873303932898	113.15118926139182	90.52262398831051	179.208248969528	77.87659525447452	63.912779600339086	61.28342132492234	74.52545984791878	70.93860006299234	70.93860006299234
126.8284023938264	129.33780997183675	120.4747188570261	93.93569206096986	81.03845263810643	61.361860472600206	81.55203700407812	68.24818395074713	111.954460718831	141.60630516720497	133.7827859824807	112.83408377038108	91.46951012169164	178.96976454753795	81.55203700407812	68.24818395074713	61.88442076770963	75.40151964391185	70.73110620121342	70.73110620121342
125.65644171071084	129.56339278295306	119.6092832368942	92.41865474136408	84.11831645456789	62.71513925982581	84.44971795243146	73.17605990069998	115.4598661724802	140.1589856289289	132.85272384980345	111.3359175062384	94.24272768085831	178.63395063817867	84.44971795243146	73.17605990069998	62.022677018977895	75.2223594396563	70.54142896343377	70.54142896343377
125.16354246469577	129.43990216833268	117.1643095655373	90.72045369310128	87.27618468237354	63.145202644237386	88.04311866760052	77.73508383064731	117.9405269745874	138.06263884631326	131.6718956748684	110.6238116401363	97.63854813737514	178.07797127837023	88.04311866760052	77.73508383064731	61.87558799081486	75.24990837406078	70.35356834533833	70.35356834533833
123.01552737647263	128.6389915588127	116.05809941966103	89.52857934114196	90.00855460412302	64.40848736539672	92.00666378629562	81.23846156611022	119.57764110976986	137.16483534307338	130.37027689511172	109.5607567577032	100.5296282503859	178.9711183004184	92.00666378629562	81.23846156611022	61.17440124337728	75.3701357215073	70.58603077130627	70.58603077130627
123.35693161964812	128.460924228561	114.70808765815684	87.75384787676859	91.91587726638264	66.43257345174166	95.80297575702492	84.64477703371256	122.05362184877475	136.14925598142744	129.33605208339011	108.6375424836558	102.46070616861563	179.35230700117665	95.80297575702491	84.64477703371256	60.54647786666083	75.63701831574276	69.45411623707152	69.45411623707152
122.76117840507708	127.09853455548046	111.7278123643924	86.98394787712536	93.71845700432976	68.43413662253192	99.24872909491944	87.53607340091732	124.07107779556397	134.53228228038654	128.10837352245272	108.0039966608525	104.2898830128	179.660561182932	99.24872909491944	87.53607340091732	59.78915908405221	75.35334487311877	68.75085181120724	68.75085181120724
121.80096648363444	125.65671038716714	109.65028036025464	86.0588248486875	95.42291334213388	69.770229814835	101.35507437014664	90.87598557245546	125.12790560718456	134.3083712448663	128.37841922486544	106.3311367695975	105.84919180449297	179.10348387766717	101.35507437014664	90.87598557245546	60.38813779229166	75.20288400970652	67.58451240878577	67.58451240878577
120.8731963145917	123.94470045291442	106.76726871215908	84.90027504170654	96.87518209797204	71.9756633379737	103.21544590771214	94.59100983298406	125.3559431342699	134.23011647598395	126.76596362390434	105.15863731305473	107.65223070777962	273.3993339837026	103.21544590771214	94.59100983298406	59.95883221974513	75.17896022290822	67.34873138320779	67.34873138320779
119.907329023377	121.8624092755746	103.25595682252136	83.13104040485386	97.75571342178183	76.333187460397	103.52598357415393	97.41411946926958	126.34103650078151	133.2739256783784	126.21911307928616	103.26615229461105	108.4910418024351	481.28483410104286	103.52598357415393	97.41411946926958	59.68333117551795	75.00698458182207	66.78827191426518	66.78827191426518
