Trial1_A0	Trial2_A0	Trial3_A0	Trial4_A0	Trial1_A2	Trial2_A2	Trial3_A2	Trial4_A2	T1_A0	T2_A0	T3_A0	T4_A0	T1_A2	T2_A2	T3_A2	T4_A2	T1_A1	T2_A1	T3_A1	T4_A1
122.34582207570178	121.19851668987631	93.88802172915206	66.05309572384455	127.76975157873092	110.51477987162602	121.06678099905116	115.20818774684749	122.34582207570178	121.19851668987631	93.88802172915206	66.05309572384455	127.76975157873092	110.51477987162602	121.06678099905116	115.20818774684749	70.07996995420378	93.46787112595695	96.56264654306048	96.56264654306048
120.55453545790316	118.7259824933974	90.86358805221651	63.88784396813967	132.71772349020276	112.64298492557263	125.32746265878755	115.64916909756909	120.55453545790316	118.7259824933974	90.86358805221651	63.88784396813967	132.71772349020276	112.64298492557263	125.32746265878755	115.64916909756909	69.11563843824244	94.82153269353216	97.45054656266683	97.45054656266683
118.13230933720156	114.93453999352678	86.16083304083634	61.51414931500625	137.16053523402422	114.83705953132832	130.94086629908867	115.56578545198832	118.13230933720156	114.93453999352678	86.16083304083634	61.51414931500625	137.16053523402422	114.83705953132832	130.94086629908867	115.56578545198832	67.77566442838062	95.25544330126094	98.38793967115345	98.38793967115345
114.964992620388	111.91515796464846	82.77749093516873	59.30333757179776	141.54772991385096	117.54101155868852	135.9708071019481	115.06778679660536	114.964992620388	111.91515796464846	82.77749093516873	59.30333757179776	141.54772991385096	117.54101155868852	135.9708071019481	115.06778679660536	68.24980771478653	95.08108784313434	97.43704520743364	97.43704520743364
112.95943971187695	108.52798643834628	79.7678137425982	56.74144061156578	145.44749012096705	119.31151221985128	140.4647836330827	116.74993345476868	112.95943971187695	108.52798643834628	79.7678137425982	56.74144061156578	145.44749012096705	119.31151221985128	140.4647836330827	116.74993345476868	68.60761901107202	94.4723797176147	96.419314009972	96.419314009972
110.35376246839	105.29178964855453	76.9951700002659	54.43341484383862	149.40065306630825	119.88518488086665	145.52190716194954	119.35560825972192	110.35376246839	105.29178964855453	76.9951700002659	54.43341484383862	149.40065306630825	119.88518488086665	145.52190716194954	119.35560825972192	68.74374736359486	92.57711611740427	96.40085831143192	96.40085831143192
106.64109216023093	102.1694579574018	74.40871767106135	51.78413732494859	153.33789618741113	121.76524034548636	149.82855947283244	123.23430567749833	106.64109216023093	102.1694579574018	74.40871767106135	51.78413732494859	153.33789618741113	121.76524034548636	149.82855947283244	123.23430567749833	68.8068096858134	90.40364260586445	96.87318030448112	96.87318030448112
102.9760651830283	99.58709182213671	70.59855945617394	48.76540805708187	157.60654172247018	125.03228259570852	154.29878830844672	127.32569604468296	102.9760651830283	99.58709182213671	70.59855945617394	48.76540805708187	157.60654172247018	125.03228259570852	154.29878830844672	127.32569604468296	68.82786558460289	89.67984465202345	97.1163557713597	97.1163557713597
99.13091452895972	96.55101188694395	67.68583698323543	45.99896537937202	160.04004974004138	126.45560655025814	158.6746113814	134.85473073071384	99.13091452895972	96.55101188694395	67.68583698323543	45.99896537937202	160.04004974004138	126.45560655025814	158.6746113814	134.85473073071384	69.05430782732843	90.29245730531724	96.9879058749852	96.9879058749852
94.64084358585858	93.83027407290642	65.87370493458897	42.99326427370245	162.42555292298604	127.96359136920697	161.03727205157375	144.02385996495588	94.64084358585858	93.83027407290642	65.87370493458897	42.99326427370245	162.42555292298604	127.96359136920697	161.03727205157375	144.02385996495588	69.41176662374822	89.95262500330348	95.85299761900336	95.85299761900336
90.55730989775358	91.4196649606285	63.103122827403794	40.13938603366015	163.602355543412	128.68802723201793	163.3198849717234	151.5947294787988	90.55730989775358	91.4196649606285	63.103122827403794	40.13938603366015	163.602355543412	128.68802723201793	163.3198849717234	151.5947294787988	70.08419984770343	89.09859797956501	93.91868548389841	93.91868548389841
86.37707981798717	88.64557777935353	60.2947075707874	36.85514216346998	164.16381127600854	129.72805307137097	165.67824294384394	156.50640118838112	86.37707981798717	88.64557777935353	60.2947075707874	36.85514216346998	164.16381127600854	129.72805307137097	165.67824294384394	156.50640118838112	69.73342977985074	87.53770822882174	91.12506775029209	91.12506775029209
