Trial1_A0	Trial2_A0	Trial3_A0	Trial4_A0	Trial1_A2	Trial2_A2	Trial3_A2	Trial4_A2	T1_A0	T2_A0	T3_A0	T4_A0	T1_A2	T2_A2	T3_A2	T4_A2	T1_A1	T2_A1	T3_A1	T4_A1
1.3891366524491404	1.2252957977628511	1.2508974858165138	1.317043800173706	1.7994906097623178	1.6888326594431706	1.676549808385887	1.639766055966017	1.559524077825524	1.225295782258822	1.2508974865524924	1.317043785324526	1.7994906097623178	1.6888326594431706	1.676549808385887	1.639766055966017	1.6560369072452803	1.6171539103519073	1.72930236288614	1.72930236288614
1.3777789239342746	1.2144557066326715	1.242273354029919	1.3124649017253442	1.7964051599969773	1.685954883352794	1.676271232899477	1.638484825732911	1.5532692968364623	1.2144556960077186	1.242273353831753	1.3124648913982968	1.7964051599969773	1.685954883352794	1.676271232899477	1.638484825732911	1.6568523943429885	1.618541478042819	1.7319246543020894	1.7319246543020894
1.3659737791078723	1.2040988315796186	1.2344271506877742	1.309839358408885	1.7885840712517844	1.683522190569401	1.6794497894842648	1.639594865153626	1.5466544768162722	1.204098831655127	1.2344271505397937	1.3098393387753102	1.7885840712517844	1.683522190569401	1.6794497894842648	1.639594865153626	1.6585576284348318	1.622358005751249	1.7357840710083183	1.7357840710083183
1.3540166055450191	1.1945828654994672	1.2274006269457276	1.3091448103805787	1.7778310836613818	1.6816358387649748	1.6848659990409791	1.6437261507908556	1.539673658231014	1.1945828652235446	1.227400628018945	1.3091449536521842	1.7778310836613818	1.6816358387649748	1.6848659990409791	1.6437261507908556	1.6608170345922582	1.627853502281735	1.739107281508143	1.739107281508143
1.3423766571976057	1.1861401411537449	1.2211104623102895	1.3101682825647445	1.76699736025877	1.67990098345994	1.6901584260192817	1.651278667650602	1.5324064753628721	1.1861401409459078	1.221110463679631	1.310168282010024	1.76699736025877	1.67990098345994	1.6901584260192817	1.651278667650602	1.663375781431773	1.634158702020192	1.7401506664283253	1.7401506664283253
1.3316319347861634	1.1787315034796326	1.2155515398028591	1.312401350270584	1.7592697618662003	1.6777509829122357	1.6927900459744911	1.6619431932288822	1.5250031941500788	1.1787315034800012	1.2155515408635245	1.3124005435912378	1.7592697618662003	1.6777509829122357	1.6927900459744911	1.6619431932288822	1.6661029605552806	1.640300286357355	1.7382609449821216	1.7382609449821216
1.3221695728362164	1.1718687617174206	1.2106042158074912	1.3154775995841193	1.7572278776168575	1.6748863625000572	1.6910698438030254	1.6742015307523297	1.517763769568817	1.171868761605347	1.2106042158039922	1.3154769397913522	1.7572278776168575	1.6748863625000572	1.6910698438030254	1.6742015307523297	1.6691554530694293	1.645252933858842	1.7342229977282315	1.7342229977282315
1.314170113740827	1.1648488275789215	1.206198099289728	1.3190627433119362	1.7615994020620678	1.6713413976263247	1.6847665340649836	1.6853240078808078	1.5104676490921731	1.16484882726793	1.2061980992965453	1.31906231870611	1.7615994020620678	1.6713413976263247	1.6847665340649836	1.6853240078808078	1.6725903233121244	1.6484190604688902	1.7295179182582212	1.7295179182582212
1.30741645630845	1.1569738217309251	1.2022761762675964	1.3228822374371028	1.7704073985723816	1.6670486207615618	1.6748627525125337	1.6919731282913129	1.5030574096588747	1.1569738252510384	1.2022760836738797	1.3228821910778787	1.7704073985723816	1.6670486207615618	1.6748627525125337	1.6919731282913129	1.67619694024084	1.6498431919366736	1.7254170123334764	1.7254170123334764
1.3014084849136396	1.147827521625564	1.1988518857274162	1.3267362333562025	1.7786699099653362	1.6622216898560167	1.6624753142361113	1.6911189001913385	1.4951689088688214	1.1478275212601736	1.1988518849459835	1.3267363181657406	1.7786699099653362	1.6622216898560167	1.6624753142361113	1.6911189001913385	1.6797791083217823	1.6497508848907845	1.722957141259914	1.722957141259914
1.2954183637052172	1.1374388045080224	1.1959906000814744	1.3305044937685189	1.7791269815631714	1.6582835356407797	1.6483597239406524	1.6810075136342242	1.48626592524284	1.1374388041854415	1.1959907154265117	1.3305037701361173	1.7791269815631714	1.6582835356407797	1.6483597239406524	1.6810075136342242	1.6835149761974617	1.6483350796999765	1.7229199417776069	1.7229199417776069
1.2887499887677454	1.126348255707182	1.1937558049181571	1.3341384717870823	1.7641164902443134	1.6574261044238898	1.6327089622870572	1.6620431779448448	1.4758550442202816	1.126348255241953	1.1937556249303234	1.3341375313456652	1.7641164902443134	1.6574261044238898	1.6327089622870572	1.6620431779448448	1.6880266583823518	1.646145182875562	1.7253780468101445	1.7253780468101445
1.2808183167189024	1.1154320596014555	1.1923333168751775	1.337739209887637	1.73012408280815	1.6610224905919138	1.6157813290535106	1.63694566115783	1.4634451428474988	1.115432059336906	1.1923336531443136	1.337738287447297	1.73012408280815	1.6610224905919138	1.6157813290535106	1.63694566115783	1.693631061033843	1.6438433171595386	1.7295178488709984	1.7295178488709984
1.271595178846777	1.105582874159705	1.191720436916879	1.341568888276669	1.6841929699284868	1.6683698005428664	1.5989689210311504	1.61015812742796	1.4491191684511135	1.1055828742207519	1.1917211301752673	1.3415690715222315	1.6841929699284868	1.6683698005428664	1.5989689210311504	1.61015812742796	1.700229180255424	1.6420566060894064	1.7335837284719398	1.7335837284719398
1.2613531779801306	1.097487767533716	1.191999831878621	1.3458492607629078	1.642480263741774	1.6769046318993106	1.5846695278976812	1.5862620513258625	1.4333500635184906	1.097487768342587	1.191999832422648	1.345816208566795	1.642480263741774	1.6769046318993106	1.5846695278976812	1.5862620513258625	1.707456079027741	1.6414842740360234	1.7359618166396706	1.7359618166396706
1.2508707182992682	1.0913137539840323	1.1932780265268603	1.3507294341414684	1.617268456135386	1.6832248138765955	1.5749887325349583	1.568618226531539	1.4167919806106508	1.0913137538010658	1.193278025637868	1.3507357577099892	1.617268456135386	1.6832248138765955	1.5749887325349583	1.568618226531539	1.7153001535435013	1.6430358109674306	1.7358444565039015	1.7358444565039015
1.241055206048819	1.087169842953186	1.1957673067072525	1.3563008892248658	1.610334997563398	1.6845955387596887	1.5700457597882749	1.5589057949277048	1.4000927913938688	1.0871698424034213	1.195767306760197	1.35633435322551	1.610334997563398	1.6845955387596887	1.5700457597882749	1.5589057949277048	1.7233864541359163	1.6476181075778809	1.7332334790154142	1.7332334790154142
1.2325720509859517	1.084733843782547	1.1995189566931312	1.3625655534751622	1.6170857114977373	1.6797577038891056	1.568220003097134	1.5569232710505545	1.3836979576898827	1.084733849170461	1.1995189447108856	1.362589006005304	1.6170857114977373	1.6797577038891056	1.568220003097134	1.5569232710505545	1.7312362723531804	1.6558821174585292	1.7288329163022609	1.7288329163022609
