Trial1_A0	Trial2_A0	Trial3_A0	Trial4_A0
245.16112099181848	257.37255690156184	243.93850243183903	198.16161373148336
245.7694470180029	256.7714806238463	242.0365037739725	196.70909425686023
246.56543259976914	255.0190503869866	238.07462332553038	194.94644550188912
245.69141248150729	253.62303327839624	236.2735727203344	193.0571732340958
247.22329430634596	253.25474854415776	233.59150993576554	191.35867782603285
246.31941835212058	251.7831684515941	230.12199763986592	189.06107390166778
245.13992871130662	250.97956885190237	229.40387598349508	186.07549439885864
243.12404632303665	250.0479801701205	225.87392125350547	183.3878631384024
242.8833767702821	247.87168688677912	223.3218967061021	180.20964081318604
241.1757409602229	247.17382660266	221.013308332504	176.60657394923047
240.43021512565085	246.28486480988218	215.6799092843209	172.88621281031553
236.6793416786912	244.06676288997215	212.35594012637677	170.50551884348005
235.3248489314284	242.4954724582509	209.21540852951858	166.85226546493544
232.19865037980725	239.58044743141465	203.8610071203209	164.67981558757253
228.65495807860626	235.7570234072657	200.06659164245946	162.17828223119193
226.11216709815864	232.29706585597714	194.86253299736273	159.31118540766943
223.96221079167364	227.64905585713348	189.68774358226327	155.60354895862494
220.58748351068203	224.08454503883777	185.14240500505622	152.2606953959704
216.52041847455362	219.75519105034914	180.68233031188888	148.815546216274
211.67489917980265	215.40566493654703	176.5416254991602	145.49981136421977
207.6812670778378	211.1944373932854	172.68994626711006	142.47879560240432
204.60690660758928	206.9553331075326	168.02820458197513	140.27747143954895
199.80940687900195	201.99170495620416	164.61188582793397	138.37798775434186
197.28696235254063	197.7217781726502	161.3176627938217	136.6983062405949
194.21811144590674	192.7459574487082	157.26110261676055	135.3195914073105
189.78986154922785	187.02299852505894	154.98334438428253	134.49930340696957
186.40191930124968	183.56653942093095	152.14824202007085	133.1806916987854
181.39656524334504	178.70748015277837	150.20064568726346	130.51934181792333
178.38446747084853	173.9615185555808	148.23291358882625	129.10605870590115
175.46626652626486	169.85527896207128	145.0416951623877	127.32249506418722
171.76441985302546	165.05772094679898	141.55367462786995	127.01515376845906
168.80037242835039	161.78258631374314	139.0975432897591	127.03436255641014
165.9795662270776	159.28644489817148	136.5093364687675	126.51883847864575
162.18503748576063	156.41513627059373	135.67607220666125	124.95449910830992
159.75584802645585	154.1756856874647	134.61938094553412	124.04764516111676
156.00530817818372	150.54381902053169	133.5501115542871	123.92899668996776
152.73406517844515	147.55469236083877	132.69890941203556	124.04732811079919
149.959359335961	146.68653393492283	130.27935341080288	123.52035371724789
146.35358175570383	145.08311235134747	129.46984872411952	123.5216593649901
142.64120605505303	144.35354273558494	129.20355474566546	123.02365521457662
139.5344491153979	144.31318156029056	127.64463427015946	124.32150753111628
136.56399255910293	142.75868009564599	126.78853700368863	125.66870531231567
135.1735839756012	141.4995833000397	126.80797786359504	126.00749538875402
134.6948991271602	139.61148518682984	125.01296368850774	124.8300599694804
133.24334606267394	137.4239918287726	122.46236236945663	123.45293945645643
131.23403595316802	136.58343977057143	119.8931997464657	121.91745406134649
128.75751643051674	136.199337923024	118.77571490503806	120.00559759245183
126.76499586560153	135.70956428444893	119.91021234189007	119.15204785245079
126.59762965597523	136.48106799073923	119.93262994219548	117.71162453987552
125.30775431247395	135.4884859723708	119.17562400355988	118.02098653573913
124.98193614218047	134.20929264329294	118.516915238436	117.46330645293952
125.28271864375662	133.18412800747004	117.18174527298841	117.20062695288516
124.96095133675888	131.89586082707572	115.66104669135503	115.84524801569711
125.58029814768516	132.3461424749905	113.97120830568863	114.41696680204386
124.5431150647632	132.56706882657022	112.0668134122208	112.09016383299229
122.37131681419791	131.53175462955002	110.02484764830278	110.16871341580006
121.19774619402472	130.82000601794832	107.03860398348021	107.67538482967151
119.93704458456423	129.03769502696136	105.34581896532418	105.21273207947755
119.3625508337728	127.4865192985523	103.1191509749309	102.85128403356047
119.45473005756746	125.71841221161479	98.89461207193112	99.79221143535182
118.06319437930908	123.11980179332743	94.83631151351615	95.87242311038374
116.65686657882382	121.67879347561635	90.8015291630348	91.9015575168553
115.39043360762413	119.3525078731422	86.16382276912994	86.93582294156009
112.97076669684448	117.38981801281845	81.94547287910213	82.467312551354
111.60305135556217	115.7416650769494	77.36358948785852	77.64466856318552
109.26675921808244	113.95651938979769	72.11629122089202	72.77438602374102
107.45875752658127	111.87455248115928	67.47146652444395	68.61214223485844
105.52183199602638	109.1331264729194	61.301842786070054	66.25419691809908
102.20989565877112	105.72017789593718	56.626579052016595	62.24988794960794
98.93811613449556	101.6990874672835	52.10394098035083	57.76284378988475
94.67990180357532	97.30227863410292	47.1698724648355	53.24837267412111
88.66967257312076	91.59495036548651	43.531222993566644	49.40141664348444
82.04214049789137	85.96497909349955	41.52189412358556	46.60770349781982
75.78970729428913	80.07124694006485	39.65573596869214	45.90925061391465
69.26407127102715	74.93655590070344	37.221025634989445	44.01365216907062
65.30769287825007	69.23730078073756	35.994434345419585	43.93447870374691
60.957848774651	64.00052581420488	35.97490195920918	42.24348561356847
57.53236784231333	58.215875371897305	38.34227987659048	41.21571230282464
54.81391472233464	52.30945376452905	40.79395443388979	40.301300741045246
51.52541419528417	45.523245883409174	42.4105456169287	39.945636594672756
49.70437466489518	40.54694622654191	43.424017269575536	39.99953528026078
46.20026556979027	37.03827177760493	42.544585174541254	39.97355984374607
41.38289997548231	34.141700138172666	43.90834302013527	40.05471997176674
38.02143426165388	35.00783299132721	47.979149648241645	40.615112495219435
36.203908611376136	37.45708895954977	53.291404598366896	41.42155146821192
36.65560769536294	39.64240595587385	60.8171081955321	42.703984141166
38.686116690496966	40.4432671733289	67.29383678260558	44.89909262410929
39.29150789640203	37.85578334536701	70.81116806498335	47.56223576167285
41.003530034951375	36.36915269569216	73.35737034484588	51.35018068873289
41.2268043528769	36.85748086304029	73.89771185610135	55.91873341665436
